1.987250802391268381e-05,1.958680178891895828e-05,1.952928953696901807e-05
4.111425013806860752e-04,3.178287040184972338e-04,3.020641790601877926e-04
1.242432097936852550e-03,8.889897422006221104e-04,8.273966620384944374e-04
2.497568666956230619e-03,1.690513918904287122e-03,1.544620672934655502e-03
4.174564405584705110e-03,2.699316063121060243e-03,2.422401814298048069e-03
6.275498808674875341e-03,3.899843610870859165e-03,3.436954267645115149e-03
8.804114020992360665e-03,5.280631483680880110e-03,4.568551163927529225e-03
1.176488045607052349e-02,6.832808023182717141e-03,5.800024915743050812e-03
1.516254605230999038e-02,8.549312248669725320e-03,7.115994593174405913e-03
1.900188726022709537e-02,1.042443395592503562e-02,8.502422636078357451e-03
2.328755740130363655e-02,1.245352158697077445e-02,9.946341781665342732e-03
2.802398706557787667e-02,1.463278584579458426e-02,1.143567822848192382e-02
3.321531454236986008e-02,1.695916186832307354e-02,1.295913282924687597e-02
3.886533468440114131e-02,1.943020916329222039e-02,1.450609896942000633e-02
4.476410180004227607e-02,2.204403697343992191e-02,1.606660445916365670e-02
5.060183867270660191e-02,2.479924734613779200e-02,1.763126953857625454e-02
5.639074725962853890e-02,2.769489089967872714e-02,1.919127587180817843e-02
6.213390955272788535e-02,3.073043191210471370e-02,2.073834309615840005e-02
6.783382392604817013e-02,3.390572039630793816e-02,2.226471056288415254e-02
7.349251136117931904e-02,3.722096950205201066e-02,2.376312260790636871e-02
7.911159792873792562e-02,4.067253700807658273e-02,2.522681616408197977e-02
8.469237975184584766e-02,4.411088687684331516e-02,2.664950985494250399e-02
9.023587482969316897e-02,4.751683949484935415e-02,2.802539394282920968e-02
9.574286485794591961e-02,5.089393678769727619e-02,2.934912067341647821e-02
1.012139293314152089e-01,5.424546595811776534e-02,3.061579468367291862e-02
1.066494736195679471e-01,5.757449242721356802e-02,3.182096323445603864e-02
1.120497522827672288e-01,6.088388707363729530e-02,3.296060610090870147e-02
1.174148885921434959e-01,6.417634890199741537e-02,3.403112500958702102e-02
1.227448909928323950e-01,6.745442401453105585e-02,3.502933255493426157e-02
1.280396670849235918e-01,7.072052156853864124e-02,3.595244056223299151e-02
1.332990355724302245e-01,7.397692725779911327e-02,3.679804789160209810e-02
1.385227365365544472e-01,7.722581474633896659e-02,3.756412769947979624e-02
1.437104403175139267e-01,8.046925539845015130e-02,3.824901419145074200e-02
1.488617552335314009e-01,8.370922658328641686e-02,3.885138891409521678e-02
1.539762343221847685e-01,8.694761878102547081e-02,3.937026664437031503e-02
1.590533812552013537e-01,9.018624167705571737e-02,3.980498094340306076e-02
1.640926555507487006e-01,9.342682939840252221e-02,4.015516944783934644e-02
1.690934771857260654e-01,9.667104502075879457e-02,4.042075897639074711e-02
1.740552306932542093e-01,9.992048445362244902e-02,4.059920623763633302e-02
1.789772688165644499e-01,1.031766797940841807e-01,4.069455155628442372e-02
1.838589157791394313e-01,1.064411022259336981e-01,4.070828578772048983e-02
1.886994702216590325e-01,1.097151645293184818e-01,4.064137367949976348e-02
1.934982078486874035e-01,1.130002232567186016e-01,4.049470632204511117e-02
1.982543838217342147e-01,1.162975806230988618e-01,4.026628234028555714e-02
2.029672349301203105e-01,1.196084861514599140e-01,3.995878352355983210e-02
2.076359815667191966e-01,1.229341381094129493e-01,3.957472719051821630e-02
2.122598295320307638e-01,1.262756847676364258e-01,3.911598238680898121e-02
2.168379716869950347e-01,1.296342255070062066e-01,3.858456603164887172e-02
2.213695894723967661e-01,1.330108117976858129e-01,3.798263122500662031e-02
2.258538543105472196e-01,1.364064480704446358e-01,3.731245626259786785e-02
2.302899289031100083e-01,1.398220924978308966e-01,3.657643441155469105e-02
2.346769684373764542e-01,1.432586577005379447e-01,3.577706449506955905e-02
2.390141217119914896e-01,1.467170113922787456e-01,3.491694232971831457e-02
2.433005321919989861e-01,1.501979769747067150e-01,3.399875305459895691e-02
2.475353390021244326e-01,1.537023340923522607e-01,3.302526438691637256e-02
2.517176778663968162e-01,1.572308191561444246e-01,3.199932083423864815e-02
2.558466820015130594e-01,1.607841258428517051e-01,3.092383888937555100e-02
2.599214829707572338e-01,1.643629055766696878e-01,2.980180322971983514e-02
2.639412115047752860e-01,1.679677679982008731e-01,2.863626393895751451e-02
2.679049982950791331e-01,1.715992814251939835e-01,2.743033476532560216e-02
2.718119747657829488e-01,1.752579733086297165e-01,2.618719242707168160e-02
2.756612738287605446e-01,1.789443306870511230e-01,2.491007697247732064e-02
2.794520306271636723e-01,1.826588006414102683e-01,2.360229319873983350e-02
2.831833832720065947e-01,1.864017907521742790e-01,2.226721313115269385e-02
2.868544735763396414e-01,1.901736695599509641e-01,2.090827956142262550e-02
2.904644477914075096e-01,1.939747670304716731e-01,1.952901064154249910e-02
2.940124573490298099e-01,1.978053750244252451e-01,1.813300552745521904e-02
2.974976596143842356e-01,2.016657477723111658e-01,1.672395106473278242e-02
3.009192186532700930e-01,2.055561023542349375e-01,1.530562950666936560e-02
3.042763060178952927e-01,2.094766191843414616e-01,1.388192725350969638e-02
3.075681015551902098e-01,2.134274424994134778e-01,1.245684459999798523e-02
3.107937942416287291e-01,2.174086808510222180e-01,1.103450647699121684e-02
3.139525830485471736e-01,2.214204076005119592e-01,9.619174171532575771e-03
3.170436778419390977e-01,2.254626614160368248e-01,8.215258008473948562e-03
3.200663003207554480e-01,2.295354467708105028e-01,6.827330975463154206e-03
3.230196849977458040e-01,2.336387344417295564e-01,5.460143271806838956e-03
3.259030802269323734e-01,2.377724620075299389e-01,4.118637760401343967e-03
3.287157492818698623e-01,2.419365343456565398e-01,2.807966300504569860e-03
3.314569714888708218e-01,2.461308241270996899e-01,1.533506937614764276e-03
3.341260434194999185e-01,2.503551723084798675e-01,3.008819250599374727e-04
3.367222801466592252e-01,2.546093886207742574e-01,-8.840234499133000322e-04
3.392450165687014296e-01,2.588932520541508131e-01,-2.015041264798579732e-03
3.416936088060935628e-01,2.632065113384846056e-01,-3.085700616729165815e-03
3.440674356752327911e-01,2.675488854192402677e-01,-4.089206567622742823e-03
3.463659002441252799e-01,2.719200639285263010e-01,-5.018418416364721531e-03
3.485884314747269008e-01,2.763197076512469708e-01,-5.865827337908914065e-03
3.507344859568644058e-01,2.807474489864093536e-01,-6.623533432584314748e-03
3.528035497387423947e-01,2.852028924037681157e-01,-7.283222232630625487e-03
3.547951402591514869e-01,2.896856148961314270e-01,-7.836140717063346320e-03
